Number,Priority,Requested for,Configuration item,Short description,State,Assignment group,Assigned to,Child Incidents,Updated,Updated by,Category,Resolution notes,Detailed description,Work notes,Closed by,Created by,Opened by,Reassignment count,Resolved by,Created,Resolved,Resolve time,Days Open
INC1515066,4 - Low,CSDT CSDT,CMDocumentToGCErrorDescription,PRD Tidal Job CMDocumentToGCErrorDescription | 20126603 | Completed Abnormally,Closed,MgdSvc-ITCS - Care Management,Dudekula Ahmad,0,10-14-2025 11:45:29 AM,tmclemo,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"08/05/2025 03:53:30 AM - Daniel Hill (Work notes)
Work notes from INCTASK0284342:

20126603 now active

08/05/2025 02:02:18 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/05/2025 02:02:18 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",System Administrator,CSDT,CSDT CSDT,0,Dudekula Ahmad,08-05-2025 02:02:18 AM,08-05-2025 06:02:26 AM,14408,10
INC1505908,4 - Low,CSDT CSDT,CaptureTranslatedLetterData,PRD Tidal Job CaptureTranslatedLetterData | 20046843 | Completed Abnormally,Closed,MgdSvc-ITCS - Clinical Automation,Dudekula Ahmad,0,07-31-2025 05:35:45 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"07/19/2025 03:15:31 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

07/19/2025 03:15:31 AM - CSDT CSDT (Work notes)
Parent:\CDA\LetterLink | Agent: DAYPRDAPP07

07/19/2025 02:27:29 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

07/19/2025 02:27:29 AM - CSDT CSDT (Work notes)
Parent:\CDA\LetterLink | Agent: DAYPRDAPP07

07/19/2025 02:11:43 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

07/19/2025 02:11:43 AM - CSDT CSDT (Work notes)
Parent:\CDA\LetterLink | Agent: DAYPRDAPP07

",System Administrator,CSDT CSDT,CSDT CSDT,0,Dudekula Ahmad,07-19-2025 02:11:43 AM,07-21-2025 03:55:55 AM,179052,12
INC1562658,4 - Low,CSDT CSDT,CaptureTranslatedLetterData,PRD Tidal Job CaptureTranslatedLetterData | 20587143 | Completed Abnormally,Closed,ITCS - Clinical Automation,Senthilvadivu Chandrasekaran,0,11-12-2025 11:00:28 AM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"10/30/2025 10:23:17 AM - CSDT CSDT (Work notes)
Parent:\CDA\LetterLink | Agent: DAYPRDAPP07

10/30/2025 10:23:17 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",,CSDT,CSDT CSDT,1,Senthilvadivu Chandrasekaran,10-30-2025 10:23:17 AM,10-30-2025 11:36:51 AM,4414,13
INC1572290,4 - Low,CSDT CSDT,UmDelegatedVendorAuthAttachmentInitialTP,PRD Tidal Job UmDelegatedVendorAuthAttachmentInitialTP | 20657468 | Completed Abnormally,Closed,MgdSvc-ITCS - UM Integration,Sairam Govindarajulu,0,12-12-2025 09:23:16 PM,system,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"11/14/2025 08:40:48 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

11/14/2025 08:40:48 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",,CSDT,CSDT CSDT,0,Sairam Govindarajulu,11-14-2025 08:40:48 AM,11-17-2025 03:48:54 PM,284886,17
INC1501793,4 - Low,CSDT CSDT,CotivitiProcessAcknowledgmentFile,PRD Tidal Job CotivitiProcessAcknowledgmentFile | 20048023 | Completed Abnormally,Closed,MgdSvc-ITCS - Grievance and Appeals,Shivani Fulara,0,07-24-2025 05:33:25 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"07/14/2025 04:27:04 AM - Shivani Fulara (Work notes)
Claim lines missing from user's end

07/11/2025 11:31:42 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

07/11/2025 11:31:42 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",System Administrator,CSDT,CSDT CSDT,0,Shivani Fulara,07-11-2025 11:31:42 AM,07-14-2025 04:27:04 AM,233722,13
INC1563387,4 - Low,CSDT CSDT,ProcessWorkQueueAssignment,PRD Tidal Job ProcessWorkQueueAssignment | 20592987 | Completed Abnormally,Closed,MgdSvc-ITCS - Grievance and Appeals,Divya Suma Pentamraju,0,11-17-2025 09:00:27 AM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"10/31/2025 09:25:00 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

10/31/2025 09:25:00 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",,CSDT,CSDT CSDT,0,Divya Suma Pentamraju,10-31-2025 09:25:00 AM,11-04-2025 09:37:25 AM,349945,17
INC1531029,4 - Low,CSDT CSDT,Kafka_SensitiveDiagnosis,PRD Tidal Job Kafka_SensitiveDiagnosis | 20271803 | Completed Abnormally,Closed,MgdSvc-ITCS - Care Management,Shivani Fulara,0,09-18-2025 04:00:37 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"09/08/2025 07:43:43 AM - Shivani Fulara (Work notes)
Execution Timeout Expired.  The timeout period elapsed prior to completion of the operation or the server is not responding.

09/03/2025 11:03:13 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

09/03/2025 11:03:13 PM - CSDT CSDT (Work notes)
Parent:\CTS\ConsoleApps | Agent: DAYPRDCISAPP11

",,CSDT,CSDT CSDT,0,Shivani Fulara,09-03-2025 11:03:13 PM,09-08-2025 07:43:43 AM,376830,15
INC1558995,4 - Low,CSDT CSDT,CDPFaxMonitoringAlert,PRD Tidal Job CDPFaxMonitoringAlert | 20551602 | Completed Abnormally,Closed,MgdSvc-ITCS - Clinical Systems Support,Srinivasa Ranga,0,11-07-2025 04:00:30 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"10/24/2025 06:40:06 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

10/24/2025 06:40:06 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",,CSDT,CSDT CSDT,0,Srinivasa Ranga,10-24-2025 06:40:06 AM,10-27-2025 07:13:44 PM,304418,14
INC1482254,4 - Low,CSDT CSDT,NotesToGuidingCareLinkID,PRD Tidal Job NotesToGuidingCareLinkID | 19849663 | Completed Abnormally,Closed,MgdSvc-ITCS - Care Management,Dudekula Ahmad,0,06-19-2025 06:45:27 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"06/09/2025 03:00:59 AM - Tony Reynolds (Work notes)
Work notes from INCTASK0275410:

reran

06/08/2025 10:30:44 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

06/08/2025 10:30:44 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",System Administrator,CSDT,CSDT CSDT,0,Dudekula Ahmad,06-08-2025 10:30:44 PM,06-09-2025 04:54:15 AM,23011,11
INC1540257,4 - Low,CSDT CSDT,CDPFaxMonitoringAlert,PRD Tidal Job CDPFaxMonitoringAlert | 20378232 | Completed Abnormally,Closed,MgdSvc-ITCS - Clinical Systems Support,Bhuvaneshwaran Saravanan,0,10-06-2025 04:00:25 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"09/20/2025 02:20:11 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

09/20/2025 02:20:11 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",,CSDT,CSDT CSDT,0,Bhuvaneshwaran Saravanan,09-20-2025 02:20:11 PM,09-24-2025 01:07:42 AM,298051,16
INC1571201,4 - Low,CSDT CSDT,CareModel_FACETSToEDI_Load,PRD Tidal Job CareModel_FACETSToEDI_Load | 20610030 | Completed Abnormally,Closed,MgdSvc-ITCS - Clinical Automation,Sairam Govindarajulu,0,11-28-2025 03:00:21 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"11/14/2025 03:50:38 PM - Sairam Govindarajulu (Work notes)
The following completed normally.

11/12/2025 03:04:27 PM - CSDT CSDT (Work notes)
Parent:\CareModel\FACETS_Claim_Load\FACETSToEDILoad | Agent: DAYPRDAPP07

11/12/2025 03:04:27 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",,CSDT,CSDT CSDT,0,Sairam Govindarajulu,11-12-2025 03:04:27 PM,11-14-2025 03:50:38 PM,175571,16
INC1499880,4 - Low,CSDT CSDT,NF-NursingFacilityProcessor,**RUNNING LONG** NF-NursingFacilityProcessor | Job ID 19994451 | in Tidal PRD,Closed,MgdSvc-ITCS - Clinical Automation,Dudekula Ahmad,0,07-21-2025 04:37:53 PM,ldao,Incident,,"NF-NursingFacilityProcessor has an average run time of 385 minutes but has now been active for 660 minutes.  If action needs to be taken, create an INCTASK off of this incident for CS-IT-Operations.","07/08/2025 06:10:21 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Actual Duration: 660

07/08/2025 06:10:21 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

07/08/2025 05:10:15 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Actual Duration: 600

07/08/2025 05:10:15 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

07/08/2025 04:10:20 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Actual Duration: 540

07/08/2025 04:10:20 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

07/08/2025 03:09:51 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Actual Duration: 480

07/08/2025 03:09:51 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

07/08/2025 02:10:27 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

07/08/2025 02:10:27 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Actual Duration: 420

",System Administrator,CSDT CSDT,CSDT CSDT,0,Dudekula Ahmad,07-08-2025 02:10:27 PM,07-09-2025 07:44:02 AM,63215,13
INC1579474,4 - Low,CSDT CSDT,NotesToGuidingCareLinkID,PRD Tidal Job NotesToGuidingCareLinkID | 20688978 | Completed Abnormally,Resolved,MgdSvc-ITCS - Care Management,Bhuvaneshwaran Saravanan,1,12-12-2025 09:22:21 PM,system,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"12/02/2025 10:27:23 AM - Bhuvaneshwaran Saravanan (Work notes)
The Tidal job failed due to a timeout issue. In the subsequent run, it completed normally and updated the records. Therefore, I will close this ticket.

11/27/2025 10:30:45 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

11/27/2025 10:30:45 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",,CSDT,CSDT CSDT,0,Bhuvaneshwaran Saravanan,11-27-2025 10:30:45 PM,12-02-2025 10:41:11 AM,389426,25
INC1485583,4 - Low,CSDT CSDT,ProcessGrievanceAppealEPSDTeventClosures,PRD Tidal Job ProcessGrievanceAppealEPSDTeventClosures | 19874814 | Completed Abnormally,Closed,MgdSvc-ITCS - Grievance and Appeals,Dudekula Ahmad,0,06-26-2025 07:09:23 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"06/16/2025 04:32:44 AM - Susan Stasik (Work notes)
Work notes from INCTASK0276243:

The job has been restarted.

06/14/2025 12:00:03 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

06/14/2025 12:00:03 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",System Administrator,CSDT,CSDT CSDT,0,Dudekula Ahmad,06-14-2025 12:00:03 AM,06-16-2025 08:57:57 AM,205074,12
INC1507324,3 - Moderate,CSDT CSDT,GetUpdatedUmAuthorizations,PRD Tidal Job GetUpdatedUmAuthorizations | 20063331 | Completed Abnormally,Closed,MgdSvc-ITCS - UM Integration,Divya Suma Pentamraju,0,08-05-2025 09:11:26 AM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"07/23/2025 09:17:15 AM - Divya Suma Pentamraju (Work notes)
This is good to close, as next run completed normally.

07/22/2025 02:56:04 PM - Divya Suma Pentamraju (Work notes)
The job completed abnormally at 10:02 until 10:35 Am EDT. After next runs it completed normally. This is due time out issue form splunk: It has error message Error while retrieving the Case Updates. Error Information: One or more errors occurred. (Execution Timeout Expired.  The timeout period elapsed prior to completion of the operation, or the server is not responding. 

However, currently the job is active and completed normally at 14:52.

07/22/2025 10:35:24 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

07/22/2025 10:35:24 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

07/22/2025 10:27:16 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

07/22/2025 10:27:16 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

07/22/2025 10:19:08 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

07/22/2025 10:19:08 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

07/22/2025 10:10:59 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

07/22/2025 10:10:59 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

07/22/2025 10:02:50 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

07/22/2025 10:02:49 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",System Administrator,CSDT CSDT,CSDT CSDT,0,Divya Suma Pentamraju,07-22-2025 10:02:49 AM,07-23-2025 09:17:15 AM,83666,14
INC1570123,4 - Low,CSDT CSDT,ProcessWorkQueueAssignment,PRD Tidal Job ProcessWorkQueueAssignment | 20645116 | Completed Abnormally,Closed,MgdSvc-ITCS - Grievance and Appeals,Divya Suma Pentamraju,0,11-25-2025 02:00:22 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"11/11/2025 09:24:39 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

11/11/2025 09:24:39 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",,CSDT,CSDT CSDT,0,Divya Suma Pentamraju,11-11-2025 09:24:39 AM,11-12-2025 02:28:50 PM,104651,14
INC1479369,4 - Low,CSDT CSDT,CMDocumentToGCErrorDescription,PRD Tidal Job CMDocumentToGCErrorDescription | 19820220 | Completed Abnormally,Closed,MgdSvc-ITCS - Care Management,Dudekula Ahmad,0,06-13-2025 04:49:44 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"06/03/2025 03:13:20 AM - Benjamin White (Work notes)
Work notes from INCTASK0274875:

Job is now active in Tidal PRD

06/03/2025 02:02:20 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

06/03/2025 02:02:20 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",System Administrator,CSDT,CSDT CSDT,0,Dudekula Ahmad,06-03-2025 02:02:20 AM,06-03-2025 05:24:17 AM,12117,10
INC1491717,4 - Low,CSDT CSDT,ACO_CS24SurveysExport,PRD Tidal Job ACO_CS24SurveysExport | 19926098 | Completed Abnormally,Closed,MgdSvc-ITCS - Care Management,Dudekula Ahmad,0,07-10-2025 05:02:13 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"06/27/2025 02:45:23 AM - Benjamin White (Work notes)
Work notes from INCTASK0278254:

Job is now active in Tidal PRD

06/25/2025 04:00:24 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

06/25/2025 04:00:24 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",System Administrator,CSDT,CSDT CSDT,0,Dudekula Ahmad,06-25-2025 04:00:24 AM,06-27-2025 06:21:57 AM,181293,15
INC1526475,4 - Low,CSDT CSDT,CMDocumentToGCErrorDescription,PRD Tidal Job CMDocumentToGCErrorDescription | 20227269 | Completed Abnormally,Closed,MgdSvc-ITCS - Care Management,Prakash Singh,0,10-14-2025 11:45:34 AM,tmclemo,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"08/26/2025 02:00:30 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

08/26/2025 02:00:30 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",Tara Brigner,CSDT,CSDT CSDT,0,Prakash Singh,08-26-2025 02:00:30 AM,08-29-2025 02:26:16 AM,260746,16
INC1526571,4 - Low,CSDT CSDT,MemberCareTeamToGuidingCareResponses,PRD Tidal Job MemberCareTeamToGuidingCareResponses | 20232435 | Completed Abnormally,Closed,MgdSvc-ITCS - Care Management,Poormitha Kalapala,0,09-11-2025 04:00:28 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"08/29/2025 01:46:52 AM - Poormitha Kalapala (Work notes)
Task has been completed; Data has been processed. But due to timeout job completed abnormally.

08/26/2025 07:10:59 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

08/26/2025 07:10:59 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",,CSDT,CSDT CSDT,0,Poormitha Kalapala,08-26-2025 07:10:59 AM,08-29-2025 01:46:52 AM,239753,16
INC1579416,4 - Low,CSDT CSDT,NF-NursingFacilityProcessor,**RUNNING LONG** NF-NursingFacilityProcessor | Job ID 20689058 | in Tidal PRD,Closed,MgdSvc-ITCS - Clinical Automation,Poormitha Kalapala,0,12-12-2025 09:16:44 PM,system,Incident,,"NF-NursingFacilityProcessor has an average run time of 208 minutes but has now been active for 658 minutes.  If action needs to be taken, create an INCTASK off of this incident for CS-IT-Operations.","11/27/2025 06:09:57 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

11/27/2025 06:09:57 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Actual Duration: 658

11/27/2025 05:12:16 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Actual Duration: 597

11/27/2025 05:12:16 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

11/27/2025 04:12:17 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

11/27/2025 04:12:17 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Actual Duration: 537

11/27/2025 03:09:22 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

11/27/2025 03:09:22 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Actual Duration: 477

11/27/2025 02:07:41 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

11/27/2025 02:07:41 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Actual Duration: 417

11/27/2025 01:09:05 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Actual Duration: 357

11/27/2025 01:09:05 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

11/27/2025 12:19:09 PM - Mandy Moles (Work notes)
Work notes from INCTASK0296554:

@Vippin Parusha  In looking at the history of this job, it usually runs around 700 minutes.  To avoid receiving Long Running Job incidents, you can look through the history of this job to determine what you think the longest expected run time should be.  Once determined, you can set a maximum value on the job through a Standard Change (link below).  Once the maximum duration is set, the estimated duration will no longer be used by the long running job logic, and instead, the maximum duration will be used to create the long running incident once met.  

For example, let's say every 3 days the job runs around 575 minutes.  I would suggest setting a max duration of 605 minutes to give a 30 minute ""buffer"" before the incident is generated.  If the job runs 1 minute past the maximum duration, an incident will be auto-generated, because you are essentially saying, ""this is the MAXIMUM time allotted for this job to run.""  There is no 30 minute buffer as there is when using the estimated duration, so that's why I suggest you ""build"" one in.

Maximum durations are in MINUTES:SECONDS, and can be set using the following Standard Change:

https://caresource.service-now.com/change_request.do?sys_id=-1&sysparm_query=type%3dstandard^std_change_producer_version%3d743ccae993f75e106179b8c47aba1070&sysparm_link_parent=b0fdfb01932002009ca87a75e57ffbe9&sysparm_catalog=e0d08b13c3330100c8b837659bba8fb4&sysparm_catalog_view=catalog_Service_Catalog

11/27/2025 12:08:51 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Actual Duration: 297

11/27/2025 12:08:51 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

11/27/2025 11:13:37 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Actual Duration: 237

11/27/2025 11:13:37 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",,CSDT CSDT,CSDT CSDT,0,Poormitha Kalapala,11-27-2025 11:13:37 AM,12-01-2025 05:04:25 AM,323448,14
